concurso,data,numero_1,numero_2,numero_3,numero_4,numero_5,numero_6,acumulou,valor_acumulado
1528,2013-09-06,4,13,15,19,36,58,True,4862186.4
1529,2013-09-11,11,15,17,34,35,49,False,0.0
1530,2013-09-14,10,16,28,33,48,53,False,0.0
1531,2013-09-18,12,13,24,41,42,44,True,2541953.77
1532,2013-09-21,2,11,23,31,42,44,False,0.0
1533,2013-09-25,13,21,29,34,47,57,True,2473276.87
1534,2013-09-28,1,12,28,29,34,48,False,0.0
1535,2013-10-02,8,9,25,41,54,55,True,13376862.66
1536,2013-10-05,13,18,29,32,50,58,True,17859260.43
1537,2013-10-09,6,10,33,50,51,56,False,0.0
1538,2013-10-11,23,27,35,52,53,57,False,0.0
1539,2013-10-16,8,10,20,26,49,58,True,14133639.1
1540,2013-10-19,3,17,27,32,47,54,True,18727668.11
1541,2013-10-23,5,24,37,44,49,58,True,23695260.85
1542,2013-10-26,7,11,12,30,39,57,True,29615187.77
1543,2013-10-30,7,15,20,23,30,41,True,36779781.7
1544,2013-11-01,2,21,30,35,45,50,True,63155442.89
1545,2013-11-06,4,6,11,24,45,48,False,0.0
1546,2013-11-09,4,17,38,44,53,60,True,3197606.56
1547,2013-11-13,2,9,10,18,21,28,False,0.0
1548,2013-11-16,19,41,42,44,47,54,True,2572861.18
1549,2013-11-20,10,12,16,20,32,53,False,0.0
1550,2013-11-23,9,13,21,27,36,56,False,0.0
1551,2013-11-27,2,15,19,21,23,38,False,0.0
1552,2013-11-30,7,18,24,26,39,46,True,3077362.89
1553,2013-12-04,20,21,22,29,46,60,True,6533974.54
1554,2013-12-07,30,32,49,50,52,53,True,22222363.27
1555,2013-12-11,2,5,23,33,52,59,True,27388034.29
1556,2013-12-14,1,4,7,10,11,52,True,33583180.67
1557,2013-12-17,4,16,18,31,45,46,True,38253558.38
1558,2013-12-19,7,15,17,31,42,54,True,44641902.75
1559,2013-12-21,8,12,16,29,37,58,False,0.0
1560,2013-12-31,20,30,36,38,47,53,False,0.0
1561,2014-01-02,23,26,28,54,55,60,True,954736.58
1562,2014-01-04,10,12,23,37,47,51,True,3346617.51
1563,2014-01-09,1,6,13,20,36,43,False,0.0
1564,2014-01-11,25,38,44,46,53,54,False,0.0
1565,2014-01-15,18,37,39,41,43,51,True,10056109.18
1566,2014-01-18,5,6,11,32,36,60,False,0.0
1567,2014-01-22,2,15,30,38,48,53,True,2741246.19
1568,2014-01-25,19,24,25,28,42,58,True,6204962.36
1569,2014-01-29,5,15,18,31,42,53,True,21628185.4
1570,2014-02-01,15,18,24,42,46,56,True,27112310.39
1571,2014-02-05,3,29,32,46,55,60,True,33748171.78
1572,2014-02-08,20,27,42,45,46,47,True,41752746.75
1573,2014-02-12,7,16,21,35,36,38,True,51530013.98
1574,2014-02-15,6,27,28,33,46,48,True,90042313.82
1575,2014-02-19,1,4,5,14,45,56,False,0.0
1576,2014-02-22,13,15,21,26,30,46,True,3447005.08
1577,2014-02-26,11,14,25,32,51,59,False,0.0
1578,2014-03-01,3,6,30,37,53,56,True,3311724.97
1579,2014-03-05,25,34,40,49,51,60,True,26955151.45
1580,2014-03-08,1,6,14,17,33,36,False,0.0
1581,2014-03-12,14,15,25,30,31,34,True,3114252.13
1582,2014-03-15,1,4,13,17,38,48,False,0.0
1583,2014-03-19,2,9,17,18,45,47,True,3046550.39
1584,2014-03-22,3,22,27,28,50,54,True,20262421.25
1585,2014-03-26,2,43,47,48,49,55,True,25699576.97
1586,2014-03-29,8,39,43,46,47,58,True,32622073.4
1587,2014-04-02,8,19,21,30,52,56,True,40938574.57
1588,2014-04-05,23,29,32,36,45,49,False,0.0
1589,2014-04-09,4,5,11,19,41,51,True,24453798.07
1590,2014-04-12,7,20,34,40,44,55,True,30672645.09
1591,2014-04-16,4,10,23,33,38,55,False,0.0
1592,2014-04-19,31,36,38,41,42,49,True,2433047.61
1593,2014-04-23,4,9,17,18,21,38,False,0.0
1594,2014-04-26,6,7,8,23,43,53,True,16848508.95
1595,2014-04-30,2,5,8,42,46,59,False,0.0
1596,2014-05-03,1,5,7,10,12,45,False,0.0
1597,2014-05-07,5,10,16,44,50,52,True,3036056.24
1598,2014-05-10,29,31,36,42,47,53,True,7010250.78
1599,2014-05-14,3,10,15,35,36,58,False,0.0
1600,2014-05-17,9,23,32,35,46,57,False,0.0
1601,2014-05-21,8,10,24,45,56,60,True,3157899.01
1602,2014-05-24,8,12,22,35,40,44,False,0.0
1603,2014-05-28,13,20,27,31,53,60,True,3004689.56
1604,2014-05-31,2,21,24,27,40,51,True,19276829.6
1605,2014-06-04,9,19,21,30,31,42,True,24818622.91
1606,2014-06-07,1,15,37,42,46,54,False,0.0
1607,2014-06-11,7,31,32,41,51,52,True,3067558.1
1608,2014-06-14,5,6,17,43,54,59,True,6768663.83
1609,2014-06-18,2,6,13,26,53,60,True,24995950.53
1610,2014-06-21,1,4,9,35,36,53,True,29969484.28
1611,2014-06-25,24,28,47,50,51,58,True,35701227.5
1612,2014-06-28,6,13,17,36,42,51,False,0.0
1613,2014-07-02,4,18,31,44,46,49,True,3112828.98
1614,2014-07-05,14,17,21,27,43,49,False,0.0
1615,2014-07-09,5,20,26,31,33,44,True,19419358.68
1616,2014-07-12,28,31,40,42,46,58,True,25238343.3
1617,2014-07-16,3,23,26,31,47,54,False,0.0
1618,2014-07-19,9,20,24,43,51,52,False,0.0
1619,2014-07-23,5,8,17,42,46,47,True,17707151.21
1620,2014-07-26,13,23,27,34,38,57,True,22991887.94
1621,2014-07-30,10,22,24,38,39,49,False,0.0
1622,2014-08-02,4,5,7,21,45,53,True,3543145.63
1623,2014-08-05,33,43,49,50,56,59,True,5914143.04
1624,2014-08-07,2,27,32,41,47,58,True,23105539.15
1625,2014-08-09,11,22,36,40,45,52,True,28590177.11
1626,2014-08-13,3,5,14,35,43,52,True,35758465.17
1627,2014-08-16,20,26,32,41,45,57,False,0.0
1628,2014-08-20,26,29,34,38,50,60,True,3193751.09
1629,2014-08-23,4,20,24,35,47,59,True,25261484.27
1630,2014-08-27,1,7,30,43,44,54,True,31129126.44
1631,2014-08-30,4,29,44,47,48,60,True,38057323.6
1632,2014-09-03,6,18,24,27,56,59,False,0.0
1633,2014-09-06,1,2,11,13,36,49,True,3398309.14
1634,2014-09-10,9,10,23,33,44,51,False,0.0
1635,2014-09-13,8,23,28,30,32,51,True,23124391.25
1636,2014-09-17,19,26,33,35,51,52,True,29530043.53
1637,2014-09-20,1,5,24,47,55,56,True,36987476.12
1638,2014-09-24,1,2,38,41,42,58,True,46095623.18
1639,2014-09-27,16,29,34,35,49,51,False,0.0
1640,2014-10-01,2,6,18,23,31,46,False,0.0
1641,2014-10-04,23,29,30,33,46,51,True,3681526.94
1642,2014-10-08,3,23,42,43,47,60,True,7712347.3
1643,2014-10-11,16,19,20,28,37,60,True,12698523.41
1644,2014-10-15,10,13,16,22,34,60,True,32835875.18
1645,2014-10-18,8,18,21,31,37,38,True,40204537.38
1646,2014-10-22,19,23,34,40,41,58,True,49422466.37
1647,2014-10-25,12,17,23,38,53,54,False,0.0
1648,2014-10-29,15,16,18,20,22,48,True,3197419.78
1649,2014-11-01,24,33,38,42,44,54,True,30029733.19
1650,2014-11-05,17,23,29,38,57,60,True,36929164.09
1651,2014-11-08,8,27,35,38,41,44,True,45440820.51
1652,2014-11-12,7,24,26,28,44,57,True,55965989.43
1653,2014-11-14,1,21,22,27,32,45,True,65696928.82
1654,2014-11-19,7,16,33,42,50,58,True,114066712.47
1655,2014-11-22,7,24,28,46,53,56,False,0.0
1656,2014-11-26,4,6,11,43,54,56,True,3536171.17
1657,2014-11-29,7,10,14,37,45,54,False,0.0
1658,2014-12-03,7,11,19,23,40,49,False,0.0
1659,2014-12-06,4,10,20,33,37,49,True,27489780.03
1660,2014-12-10,8,17,34,38,42,51,False,0.0
1661,2014-12-13,13,16,27,43,48,58,True,3878017.77
1662,2014-12-17,10,14,25,29,33,57,False,0.0
1663,2014-12-20,18,20,27,40,49,55,True,3771951.7
1664,2014-12-24,8,21,23,29,36,48,False,0.0
1665,2014-12-31,1,5,11,16,20,56,False,0.0
1666,2015-01-03,1,2,23,27,45,51,True,2294760.72
1667,2015-01-07,7,12,24,44,51,56,False,0.0
1668,2015-01-10,5,40,47,52,55,57,True,3463859.02
1669,2015-01-14,28,29,31,45,48,49,True,15671923.1
1670,2015-01-17,1,17,19,30,33,47,True,21093498.13
1671,2015-01-21,21,27,31,45,55,56,True,26809167.31
1672,2015-01-24,1,3,5,10,20,42,False,0.0
1673,2015-01-28,5,10,23,24,35,47,True,3206444.4
1674,2015-01-31,22,30,42,50,58,59,True,23391433.62
1675,2015-02-04,3,18,34,35,36,56,False,0.0
1676,2015-02-07,1,2,11,37,48,51,True,3460958.48
1677,2015-02-11,10,15,28,33,51,52,False,0.0
1678,2015-02-14,9,11,17,19,35,52,True,3401266.3
1679,2015-02-18,1,2,27,28,46,47,False,0.0
1680,2015-02-21,23,37,38,46,47,51,False,0.0
1681,2015-02-25,1,6,8,11,33,50,False,0.0
1682,2015-02-28,7,13,35,37,39,51,True,3293462.01
1683,2015-03-04,4,12,32,33,34,48,False,0.0
1684,2015-03-07,9,12,18,31,39,50,True,15082796.62
1685,2015-03-11,3,18,31,39,46,51,True,20406061.12
1686,2015-03-14,9,14,37,44,46,55,False,0.0
1687,2015-03-18,15,24,37,46,49,58,False,0.0
1688,2015-03-21,18,23,30,32,42,56,True,3394372.46
1689,2015-03-25,2,5,13,27,41,53,False,0.0
1690,2015-03-28,21,24,26,35,45,53,True,18835399.5
1691,2015-04-01,1,10,24,39,45,58,True,24620945.12
1692,2015-04-04,11,13,14,27,44,56,True,30296410.6
1693,2015-04-08,5,15,18,19,21,38,True,37635793.7
1694,2015-04-11,20,29,34,37,45,57,False,0.0
1695,2015-04-15,24,36,38,43,44,58,True,25988372.92
1696,2015-04-18,1,12,17,31,37,46,False,0.0
1697,2015-04-22,8,23,30,51,53,58,True,2698560.23
1698,2015-04-25,11,13,24,28,44,45,True,6774893.33
1699,2015-04-29,1,6,10,30,33,38,True,26045125.94
1700,2015-05-02,15,18,41,48,50,58,False,0.0
1701,2015-05-05,3,9,18,32,40,56,False,0.0
1702,2015-05-07,17,19,33,35,39,52,False,0.0
1703,2015-05-09,3,23,26,35,39,49,True,3186292.13
1704,2015-05-13,1,7,11,32,51,59,True,17866181.8
1705,2015-05-16,25,27,29,37,50,51,True,23625464.27
1706,2015-05-20,12,31,34,36,48,56,False,0.0
1707,2015-05-23,7,16,20,27,36,52,True,3208621.29
1708,2015-05-27,17,29,32,38,45,50,True,7214878.56
1709,2015-05-30,7,19,30,35,42,47,True,27483984.27
1710,2015-06-03,7,21,28,56,58,59,True,34105096.25
1711,2015-06-06,22,26,38,39,45,50,True,41133200.24
1712,2015-06-10,2,12,19,29,50,59,True,50996825.22
1713,2015-06-13,3,10,16,23,27,29,False,0.0
1714,2015-06-17,2,8,24,36,51,52,True,28004271.91
1715,2015-06-20,16,20,35,40,53,60,True,33821173.57
1716,2015-06-24,2,25,36,41,42,53,False,0.0
1717,2015-06-27,2,9,16,37,44,58,True,3295785.25
1718,2015-07-01,4,30,31,32,47,53,True,7019821.66
1719,2015-07-04,1,22,31,34,44,54,True,27292500.36
1720,2015-07-07,18,23,31,39,49,57,True,31149707.61
1721,2015-07-09,4,12,19,33,36,38,False,0.0
1722,2015-07-11,9,23,39,41,49,58,True,3209592.45
1723,2015-07-15,14,27,30,46,52,60,True,7002382.06
1724,2015-07-18,27,33,37,39,58,60,True,24787802.64
1725,2015-07-22,16,18,26,30,31,34,True,30994934.63
1726,2015-07-25,3,10,42,49,54,57,True,38025386.82
1727,2015-07-29,4,6,19,20,40,41,False,0.0
1728,2015-08-01,3,8,28,39,42,59,True,3525124.52
1729,2015-08-04,7,14,23,43,44,53,True,23215411.62
1730,2015-08-06,1,10,17,24,42,51,False,0.0
1731,2015-08-08,5,18,27,43,49,59,True,3227305.34
1732,2015-08-12,25,34,38,45,53,60,False,0.0
1733,2015-08-15,3,5,9,14,41,46,False,0.0
1734,2015-08-19,12,17,25,29,41,52,True,14382569.6
1735,2015-08-22,6,16,33,34,45,46,True,19264577.58
1736,2015-08-26,12,13,24,29,32,41,True,24822643.42
1737,2015-08-29,5,8,42,50,51,59,True,31416142.77
1738,2015-09-02,12,28,37,46,48,53,False,0.0
1739,2015-09-05,9,10,17,32,34,46,True,20663830.42
1740,2015-09-09,10,15,25,38,47,53,True,24812110.45
1741,2015-09-12,15,18,20,32,48,49,False,0.0
1742,2015-09-16,11,19,21,23,27,52,True,3075458.31
1743,2015-09-19,4,10,29,31,34,35,True,6924966.43
1744,2015-09-23,9,12,14,29,42,56,True,24604511.33
1745,2015-09-26,9,13,18,47,52,60,True,30496376.24
1746,2015-09-30,6,18,37,40,41,58,True,37593686.76
1747,2015-10-03,6,33,34,48,53,59,False,0.0
1748,2015-10-07,2,10,13,41,49,53,True,3164333.37
1749,2015-10-10,3,13,14,29,33,43,True,25583870.58
1750,2015-10-13,15,17,20,31,41,48,True,27778059.26
1751,2015-10-15,15,22,23,42,51,57,True,32652357.92
1752,2015-10-17,9,36,37,53,55,60,True,39046695.13
1753,2015-10-21,8,15,29,35,45,54,False,0.0
1754,2015-10-24,20,27,30,31,40,53,True,18903483.52
1755,2015-10-28,2,5,8,18,30,48,True,24144408.92
1756,2015-10-31,6,13,14,28,35,45,True,30571964.48
1757,2015-11-04,13,25,28,37,43,56,True,36964453.62
1758,2015-11-07,6,11,16,23,36,42,True,45892144.25
1759,2015-11-10,2,14,21,22,51,60,True,73559490.68
1760,2015-11-13,10,24,25,36,47,48,True,86479127.04
1761,2015-11-14,9,10,36,50,53,55,True,104328919.97
1762,2015-11-18,26,32,42,45,55,59,True,129954301.54
1763,2015-11-21,9,12,15,21,31,36,True,162026211.93
1764,2015-11-25,6,7,29,39,41,55,False,0.0
1765,2015-11-28,1,6,28,37,56,58,True,92385569.0
1766,2015-12-02,22,23,41,46,53,60,True,102182286.21
1767,2015-12-05,16,26,35,39,44,45,True,112374242.31
1768,2015-12-09,5,7,11,34,35,50,True,122568943.34
1769,2015-12-12,32,37,44,47,54,60,True,164704569.73
1770,2015-12-16,11,26,27,30,34,41,True,176010619.85
1771,2015-12-19,2,20,27,28,32,38,True,187769207.55
1772,2015-12-22,12,19,27,39,41,45,False,0.0
1773,2015-12-24,15,30,39,41,45,59,True,3654894.04
1774,2015-12-26,1,12,20,30,52,60,True,128027188.92
1775,2015-12-31,2,18,31,42,51,56,False,0.0
1776,2016-01-02,10,11,14,19,39,48,True,851498.25
1777,2016-01-06,4,19,38,44,52,55,True,4064145.66
1778,2016-01-09,4,10,38,40,45,48,True,7915332.73
1779,2016-01-12,12,25,30,39,56,57,True,16920630.96
1780,2016-01-14,6,20,22,31,33,34,True,20803755.49
1781,2016-01-16,1,8,22,49,52,53,False,0.0
1782,2016-01-20,6,18,34,47,52,57,True,2790624.67
1783,2016-01-23,4,6,16,18,21,38,True,6374019.75
1784,2016-01-27,4,15,26,30,54,55,True,21406847.55
1785,2016-01-30,5,11,27,41,42,54,True,26300833.65
1786,2016-02-02,2,6,8,21,25,34,True,29439600.2
1787,2016-02-04,1,5,13,25,26,29,False,0.0
1788,2016-02-06,3,13,42,45,56,59,True,2648319.8
1789,2016-02-10,6,25,43,57,58,59,True,14902458.79
1790,2016-02-13,11,13,26,27,28,50,True,19485858.98
1791,2016-02-17,12,18,46,50,53,55,True,24231916.09
1792,2016-02-20,2,16,17,18,41,47,True,29644681.07
1793,2016-02-24,13,14,22,54,56,58,False,0.0
1794,2016-02-27,1,5,34,37,40,60,False,0.0
1795,2016-03-02,30,42,47,50,55,58,True,18655346.92
1796,2016-03-05,22,23,34,48,53,54,False,0.0
1797,2016-03-08,2,13,14,35,54,57,True,1636375.41
1798,2016-03-10,2,9,23,28,45,53,True,4135864.44
1799,2016-03-12,1,3,4,39,51,53,True,17663326.2
1800,2016-03-16,6,11,16,19,31,56,False,0.0
1801,2016-03-19,6,19,34,43,45,54,True,2906964.51
1802,2016-03-23,2,6,13,14,17,44,True,6054076.93
1803,2016-03-26,4,8,29,38,49,50,True,9073383.05
1804,2016-03-30,20,21,28,48,50,59,True,23512820.15
1805,2016-04-02,17,22,27,31,49,57,True,28671099.98
1806,2016-04-06,11,20,35,42,55,58,True,34581937.55
1807,2016-04-09,1,15,16,22,25,43,True,41755631.7
1808,2016-04-13,2,14,20,25,41,45,True,49892491.27
1809,2016-04-16,9,12,23,24,46,54,True,81342042.56
1810,2016-04-20,1,10,25,43,50,56,False,0.0
1811,2016-04-23,5,17,32,35,37,57,True,2611949.97
1812,2016-04-27,20,23,32,34,37,45,True,5773048.72
1813,2016-04-30,9,11,13,15,19,51,True,9932617.01
1814,2016-05-03,9,11,27,46,51,53,True,27675011.61
1815,2016-05-05,8,11,25,39,41,60,False,0.0
1816,2016-05-07,5,10,12,22,28,46,True,2901270.13
1817,2016-05-11,1,4,26,39,47,55,True,6286219.1
1818,2016-05-14,2,6,10,15,53,56,True,10532870.63
1819,2016-05-18,17,18,26,30,33,37,True,27454572.98
1820,2016-05-21,3,19,23,27,40,45,True,33329366.7
1821,2016-05-25,19,22,31,36,52,53,False,0.0
1822,2016-05-28,1,22,26,43,50,53,True,2621630.3
1823,2016-06-01,4,9,21,34,54,59,True,5920075.17
1824,2016-06-04,5,6,12,19,30,60,True,24071272.35
1825,2016-06-07,10,11,21,50,51,54,False,0.0
1826,2016-06-09,17,19,32,43,48,51,True,2524601.69
1827,2016-06-11,26,33,42,43,53,54,True,5357456.36
1828,2016-06-15,6,11,32,40,48,59,True,8818952.53
1829,2016-06-18,7,13,24,30,32,53,True,22971302.58
1830,2016-06-22,3,7,29,37,54,60,False,0.0
1831,2016-06-25,15,27,28,32,48,55,False,0.0
1832,2016-06-29,14,34,46,47,56,57,True,2389833.83
1833,2016-07-02,2,3,7,16,27,42,True,5620528.25
1834,2016-07-06,2,17,22,24,48,51,False,0.0
1835,2016-07-09,8,28,36,47,50,58,True,13993542.04
1836,2016-07-12,8,15,18,45,59,60,True,16885726.58
1837,2016-07-14,41,44,48,50,54,57,True,20819909.09
1838,2016-07-16,5,8,24,30,57,59,False,0.0
1839,2016-07-20,7,22,28,32,56,58,True,13593147.19
1840,2016-07-23,15,17,33,41,47,48,True,17796654.66
1841,2016-07-27,3,6,13,38,49,51,True,22443433.51
1842,2016-07-30,16,18,22,24,34,43,False,0.0
1843,2016-08-03,8,26,28,33,41,54,False,0.0
1844,2016-08-06,3,4,37,39,48,50,True,15241649.6
1845,2016-08-09,3,9,13,29,30,51,True,17967242.21
1846,2016-08-11,6,24,26,30,34,49,True,21845210.59
1847,2016-08-13,1,6,45,49,50,57,True,26424266.87
1848,2016-08-17,9,40,41,50,55,58,True,31611512.99
1849,2016-08-20,3,5,11,27,35,44,True,51420014.28
1850,2016-08-24,23,24,32,38,40,41,False,0.0
1851,2016-08-27,8,18,21,22,35,37,True,2760847.66
1852,2016-08-31,13,17,29,45,49,50,True,5714840.7
1853,2016-09-03,1,2,34,39,41,45,False,0.0
1854,2016-09-08,25,30,31,34,43,59,True,14360440.78
1855,2016-09-10,6,10,15,24,38,39,True,17786782.63
1856,2016-09-14,2,9,14,22,32,37,True,22324226.34
1857,2016-09-17,13,23,25,35,52,53,True,27688151.39
1858,2016-09-20,22,28,30,33,55,59,True,31475179.58
1859,2016-09-22,1,13,14,21,26,51,True,50903383.91
1860,2016-09-24,10,30,36,40,44,60,False,0.0
1861,2016-09-28,2,4,9,35,45,60,True,2493108.83
1862,2016-10-01,2,8,35,42,49,56,False,0.0
1863,2016-10-05,16,23,45,56,58,59,True,2571962.18
1864,2016-10-08,4,5,14,37,40,60,True,17804218.79
1865,2016-10-13,1,5,31,32,37,42,True,22359420.3
1866,2016-10-15,14,17,36,38,44,60,True,27153861.24
1867,2016-10-18,3,10,17,21,22,43,True,31028209.82
1868,2016-10-20,1,5,23,25,28,31,True,35937274.74
1869,2016-10-22,11,23,24,26,40,52,True,57176870.77
1870,2016-10-26,18,20,30,32,33,40,True,65963826.04
1871,2016-10-29,3,11,17,33,52,58,False,0.0
1872,2016-11-03,11,13,25,39,46,56,True,2540269.69
1873,2016-11-05,5,25,28,41,53,54,True,5623707.57
1874,2016-11-08,10,28,37,43,44,47,True,25420134.55
1875,2016-11-10,1,45,47,52,53,55,False,0.0
1876,2016-11-12,7,18,39,41,44,51,True,2629847.55
1877,2016-11-16,13,16,23,24,32,35,True,5218982.82
1878,2016-11-19,12,16,26,40,56,57,True,9073702.73
1879,2016-11-23,5,10,20,57,58,59,False,0.0
1880,2016-11-26,5,16,19,37,51,56,True,14794344.48
1881,2016-11-30,3,10,30,44,53,56,False,0.0
1882,2016-12-03,9,10,19,35,37,41,True,2949730.9
1883,2016-12-07,16,27,28,47,59,60,True,6095905.09
1884,2016-12-10,1,4,23,32,38,59,True,21103130.14
1885,2016-12-14,7,14,18,23,32,59,True,25587867.65
1886,2016-12-17,3,7,15,40,45,54,True,30834987.47
1887,2016-12-20,11,23,34,41,46,56,True,34840603.05
1888,2016-12-22,1,10,17,18,45,48,False,0.0
1889,2016-12-24,16,23,25,28,30,44,True,82505122.23
1890,2016-12-31,5,11,22,24,51,53,False,0.0
1891,2017-01-04,1,3,19,23,47,58,True,2216159.14
1892,2017-01-07,6,17,22,30,37,50,True,5209722.53
1893,2017-01-11,16,17,19,28,45,58,True,8275652.39
1894,2017-01-14,21,31,35,53,54,57,True,19709935.8
1895,2017-01-18,2,3,5,10,15,34,True,23998634.45
1896,2017-01-21,3,6,14,15,21,25,False,0.0
1897,2017-01-25,9,22,25,47,52,58,True,2386925.5
1898,2017-01-28,12,34,45,53,55,58,True,5409105.01
1899,2017-02-01,20,23,35,36,44,48,True,19831525.03
1900,2017-02-04,8,11,27,28,43,46,True,24545054.4
1901,2017-02-08,11,12,26,30,37,53,True,29637954.24
1902,2017-02-11,2,7,9,18,21,25,False,0.0
1903,2017-02-15,9,10,15,28,43,45,True,2532676.2
1904,2017-02-18,12,15,18,21,51,56,True,19038780.05
1905,2017-02-21,29,35,43,54,56,57,True,21893399.68
1906,2017-02-23,6,27,33,39,40,60,True,25715612.29
1907,2017-02-25,3,25,35,38,44,48,True,30057592.56
1908,2017-03-01,4,10,13,23,27,57,True,33129739.06
1909,2017-03-04,11,40,43,45,47,57,True,51941537.67
1910,2017-03-08,6,9,15,22,39,48,False,0.0
1911,2017-03-11,16,18,23,30,32,33,True,2834348.24
1912,2017-03-15,10,13,33,35,36,42,False,0.0
1913,2017-03-18,4,14,17,43,52,56,True,2794143.74
1914,2017-03-22,16,29,33,39,42,44,False,0.0
1915,2017-03-25,2,20,21,33,48,57,True,16048217.78
1916,2017-03-29,3,9,18,23,50,52,True,20302466.15
1917,2017-04-01,4,21,25,33,36,46,True,25231218.49
1918,2017-04-05,16,17,20,22,38,50,True,30748371.01
1919,2017-04-08,11,28,37,45,54,60,True,52483493.14
1920,2017-04-12,25,31,33,39,43,45,True,59959246.3
1921,2017-04-15,10,15,16,19,28,35,True,67178091.05
1922,2017-04-19,20,22,36,38,41,43,True,77040029.99
1923,2017-04-22,9,34,42,45,46,59,True,87247820.27
1924,2017-04-26,12,16,30,52,53,58,False,0.0
1925,2017-04-29,1,17,38,43,45,47,True,35737910.39
1926,2017-05-03,2,3,14,20,30,46,False,0.0
1927,2017-05-06,5,11,13,19,30,31,False,0.0
1928,2017-05-09,10,26,28,51,53,59,True,1644692.28
1929,2017-05-11,3,10,23,36,43,52,True,15437361.69
1930,2017-05-13,4,17,18,37,52,56,True,19257119.83
1931,2017-05-17,2,8,9,15,22,34,True,23902997.26
1932,2017-05-20,10,16,21,29,44,55,True,28993285.02
1933,2017-05-24,2,14,15,19,35,59,True,34144209.63
1934,2017-05-27,8,23,35,39,56,59,True,55663885.26
1935,2017-05-31,1,3,10,17,23,24,False,0.0
1936,2017-06-03,3,12,24,40,51,52,True,3044902.03
1937,2017-06-07,6,10,24,29,43,55,False,0.0
1938,2017-06-10,10,16,32,40,42,54,True,2913145.1
1939,2017-06-14,7,24,29,39,45,52,True,18262613.14
1940,2017-06-17,9,13,16,17,36,47,True,22113040.42
1941,2017-06-21,1,9,24,38,48,49,False,0.0
1942,2017-06-24,6,18,20,24,43,48,True,2572934.23
1943,2017-06-28,9,11,12,30,39,43,True,5372518.09
1944,2017-07-01,8,9,39,47,57,59,True,19713673.8
1945,2017-07-04,4,8,10,21,45,54,True,22544615.97
1946,2017-07-06,4,6,39,44,52,60,True,26733992.14
1947,2017-07-08,8,33,40,52,55,59,True,31543054.69
1948,2017-07-12,12,20,24,28,33,57,True,37391010.97
1949,2017-07-15,1,6,14,22,30,56,True,59931164.62
1950,2017-07-19,10,21,32,34,48,57,True,68387070.06
1951,2017-07-22,14,16,19,21,33,55,True,78481864.51
1952,2017-07-26,9,21,36,38,52,53,True,91586393.3
1953,2017-07-29,9,26,29,42,43,45,False,0.0
1954,2017-08-02,9,25,33,35,40,49,True,34841160.62
1955,2017-08-05,15,27,33,36,41,45,True,40879706.35
1956,2017-08-08,5,8,20,28,40,45,True,45267579.56
1957,2017-08-10,2,14,22,23,29,47,False,0.0
1958,2017-08-12,15,20,22,24,34,55,True,3091936.52
1959,2017-08-16,8,21,27,35,43,56,True,21061112.37
1960,2017-08-19,1,18,25,37,39,43,True,26198748.72
1961,2017-08-23,17,25,26,30,32,50,True,31500395.41
1962,2017-08-26,5,6,15,25,39,53,True,37496765.04
1963,2017-08-30,4,5,7,34,42,60,True,43670452.21
1964,2017-09-02,2,27,32,36,48,50,True,69532846.39
1965,2017-09-06,26,28,35,38,48,55,False,0.0
1966,2017-09-09,10,13,19,32,40,60,True,2515971.84
1967,2017-09-13,13,30,32,39,46,54,True,5746808.26
1968,2017-09-16,35,36,39,44,48,52,True,9819560.22
1969,2017-09-19,8,20,30,32,48,59,True,25725590.06
1970,2017-09-21,5,10,18,24,39,52,True,29854328.64
1971,2017-09-23,4,10,41,44,52,54,True,34723767.08
1972,2017-09-27,9,16,20,54,57,59,True,40483704.13
1973,2017-09-30,1,12,16,17,52,60,True,47107945.05
1974,2017-10-04,4,19,27,38,54,57,False,0.0
1975,2017-10-07,8,11,24,26,47,57,False,0.0
1976,2017-10-11,12,14,19,25,52,59,True,2832119.78
1977,2017-10-14,3,16,28,32,34,37,False,0.0
1978,2017-10-17,2,6,22,44,55,57,True,1628917.22
1979,2017-10-19,22,23,29,32,38,45,False,0.0
1980,2017-10-21,12,16,17,18,34,37,True,12243066.43
1981,2017-10-25,6,15,19,37,39,53,True,16157440.72
1982,2017-10-28,4,14,20,24,46,50,False,0.0
1983,2017-11-01,5,6,10,14,22,36,False,0.0
1984,2017-11-04,21,29,32,35,43,50,True,13064010.38
1985,2017-11-07,9,28,29,34,36,55,True,15622354.96
1986,2017-11-09,23,36,43,44,55,56,True,19112620.03
1987,2017-11-11,10,14,31,34,45,58,True,23298729.51
1988,2017-11-16,5,10,39,42,46,54,True,27974872.76
1989,2017-11-18,15,22,30,32,40,58,True,45258494.61
1990,2017-11-22,11,24,26,34,37,59,True,51219738.92
1991,2017-11-25,19,20,28,34,36,44,True,58322202.57
1992,2017-11-29,5,11,13,21,53,54,False,0.0
1993,2017-12-02,6,17,33,48,50,57,True,3025188.6
1994,2017-12-06,2,5,12,32,40,44,True,23288225.9
1995,2017-12-09,14,26,29,35,37,39,True,27983241.76
1996,2017-12-13,7,20,21,24,40,56,True,33129825.41
1997,2017-12-16,1,7,14,31,35,46,True,38894707.46
1998,2017-12-19,8,21,24,25,52,57,True,42983572.73
1999,2017-12-21,15,37,38,42,49,50,True,139099571.93
2000,2017-12-31,3,6,10,17,34,37,False,0.0
